,RUBAED,RUBAFN,RUBALL,RUBAMD,RUBANG,RUBAOA,RUBARS,RUBAUD,RUBAWG,RUBAZN,RUBBAM,RUBBBD,RUBBDT,RUBBGN,RUBBHD,RUBBIF,RUBBMD,RUBBND,RUBBOB,RUBBRL,RUBBSD,RUBBTC,RUBBTN,RUBBWP,RUBBYN,RUBBYR,RUBBZD,RUBCAD,RUBCDF,RUBCHF,RUBCLF,RUBCLP,RUBCNY,RUBCOP,RUBCRC,RUBCUC,RUBCUP,RUBCVE,RUBCZK,RUBDJF,RUBDKK,RUBDOP,RUBDZD,RUBEGP,RUBERN,RUBETB,RUBEUR,RUBFJD,RUBFKP,RUBGBP,RUBGEL,RUBGGP,RUBGHS,RUBGIP,RUBGMD,RUBGNF,RUBGTQ,RUBGYD,RUBHKD,RUBHNL,RUBHRK,RUBHTG,RUBHUF,RUBIDR,RUBILS,RUBIMP,RUBINR,RUBIQD,RUBIRR,RUBISK,RUBJEP,RUBJMD,RUBJOD,RUBJPY,RUBKES,RUBKGS,RUBKHR,RUBKMF,RUBKPW,RUBKRW,RUBKWD,RUBKYD,RUBKZT,RUBLAK,RUBLBP,RUBLKR,RUBLRD,RUBLSL,RUBLTL,RUBLVL,RUBLYD,RUBMAD,RUBMDL,RUBMGA,RUBMKD,RUBMMK,RUBMNT,RUBMOP,RUBMRU,RUBMUR,RUBMVR,RUBMWK,RUBMXN,RUBMYR,RUBMZN,RUBNAD,RUBNGN,RUBNIO,RUBNOK,RUBNPR,RUBNZD,RUBOMR,RUBPAB,RUBPEN,RUBPGK,RUBPHP,RUBPKR,RUBPLN,RUBPYG,RUBQAR,RUBRON,RUBRSD,RUBRWF,RUBSAR,RUBSBD,RUBSCR,RUBSDG,RUBSEK,RUBSGD,RUBSHP,RUBSLE,RUBSLL,RUBSOS,RUBSRD,RUBSTD,RUBSVC,RUBSYP,RUBSZL,RUBTHB,RUBTJS,RUBTMT,RUBTND,RUBTOP,RUBTRY,RUBTTD,RUBTWD,RUBTZS,RUBUAH,RUBUGX,RUBUSD,RUBUYU,RUBUZS,RUBVEF,RUBVES,RUBVND,RUBVUV,RUBWST,RUBXAF,RUBXAG,RUBXAU,RUBXCD,RUBXDR,RUBXOF,RUBXPF,RUBYER,RUBZAR,RUBZMK,RUBZMW,RUBZWL,RUBCNH
0,0.040083,0.791226,1.046586,4.40858,0.019659,9.0795,9.188068,0.016699,0.01967,0.018595,0.01972,0.022025,1.197219,0.019692,0.004113,31.287159,0.010913,0.014687,0.075378,0.05407,0.010908,1.74683e-07,0.904208,0.150255,0.035697,213.891982,0.021987,0.014821,30.228616,0.009651,0.000382,10.552518,0.078538,43.01466,5.584754,0.010913,0.289191,1.115844,0.25523,1.939437,0.075049,0.640627,1.470822,0.33663,0.163693,0.619893,0.010057,0.024502,0.008639,0.008622,0.028923,0.008639,0.138635,0.008639,0.741256,93.850568,0.085208,2.282097,0.085435,0.270257,0.076718,1.446235,3.968137,171.353123,0.038916,0.008639,0.90409,14.295842,458.8038,1.507107,0.008639,1.70154,0.007738,1.637966,1.598775,0.975607,44.469893,4.960166,9.820608,14.534875,0.003359,0.009091,4.933867,227.805878,975.077853,3.364999,2.095272,0.208477,0.032223,0.006601,0.052764,0.109985,0.193838,25.179783,0.621397,22.906668,37.040706,0.087956,0.435536,0.499686,0.168099,18.366341,0.185692,0.051787,0.693007,0.208476,17.221146,0.401379,0.115259,1.446733,0.017872,0.004201,0.010908,0.041164,0.040706,0.61142,3.050184,0.043467,79.743317,0.039731,0.050026,1.180095,13.913892,0.040926,0.092497,0.150025,6.55863,0.113054,0.014676,0.013835,0.247669,215.528914,6.236737,0.386261,225.874091,0.095443,141.879564,0.208475,0.389251,0.119444,0.038304,0.034103,0.025896,0.342554,0.074026,0.344566,27.827787,0.416323,42.690141,0.010913,0.427016,136.683528,39343.452987,0.393245,269.056471,1.314927,0.030061,6.613999,0.000471,5.237978e-06,0.029493,0.008219,6.062131,1.202062,2.732618,0.208021,98.228841,0.257157,3.513935,
1,0.039791,0.785587,1.032642,4.247153,0.01952,9.02191,9.337186,0.016702,0.019531,0.018462,0.019637,0.021869,1.188688,0.019645,0.004103,31.010909,0.010835,0.01461,0.075113,0.054774,0.010831,1.55556e-07,0.902833,0.14888,0.035445,212.373798,0.021832,0.014708,30.989233,0.009807,0.000387,10.67807,0.078347,41.855083,5.447996,0.010835,0.287138,1.1174,0.255271,1.925667,0.075271,0.642482,1.466069,0.516107,0.162531,0.616556,0.010092,0.024454,0.008582,0.008637,0.029202,0.008582,0.143566,0.008582,0.735185,93.130242,0.08445,2.267735,0.084792,0.268502,0.074573,1.435998,3.984095,172.89015,0.039848,0.008582,0.904122,14.194371,455.465951,1.516842,0.008582,1.666992,0.007681,1.642506,1.424817,0.968765,43.818348,4.969126,9.751858,14.69193,0.003334,0.009026,4.843511,228.708019,971.935189,3.254128,2.089614,0.205333,0.031994,0.006554,0.05244,0.109248,0.19106,47.513218,0.621551,22.744621,36.610134,0.087305,0.434178,0.504818,0.167404,18.886096,0.180125,0.051246,0.688275,0.205333,14.158285,0.392782,0.118826,1.444536,0.018205,0.00419,0.010831,0.040316,0.041467,0.609513,3.011185,0.043346,80.082594,0.039451,0.050169,1.176218,13.966828,0.040643,0.09184,0.146419,6.506635,0.117073,0.014656,0.013593,0.245856,245.855901,6.192437,0.380236,224.270859,0.094772,140.880078,0.205334,0.396581,0.11849,0.037978,0.033855,0.025767,0.34963,0.073576,0.347056,27.7928,0.424845,42.109629,0.010835,0.406839,137.121962,39228.634033,0.392283,268.772044,1.298101,0.029073,6.586101,0.000432,4.817863e-06,0.029283,0.008181,6.598756,1.208691,2.712993,0.205372,97.531547,0.271132,3.488994,0.078675
